7,7,-1
7,3,1
3,10,-1
7,2,1
1,10,-1
7,9,-1
8,3,1
1,9,-1
4,10,-1
7,9,-1
10,7,1
3,10,-1
1,9,-1
3,7,-1
8,2,1
